X1,X2,X3,X4,X5,Trait
0.654645166537531,0.671902126974589,0.712733854693468,0.714833184464951,0.725581775171424,meanLPBL
0.701972797140578,0.662828496762466,0.714218257865063,0.72366984222369,0.694411085828713,meanLPBL
0.698480280637436,0.722276582037401,0.72049455329435,0.67173949674405,0.675746239013676,meanLPBL
0.696806653499825,0.678827588023608,0.690847690187363,0.741903729215088,0.695044764005098,meanLPBL
0.688809153603621,0.658624887644221,0.722234184117418,0.664466606483445,0.755664007943327,meanLPBL
0.696417129467668,0.682006577906044,0.716712102973255,0.665953496448603,0.708672653323556,meanLPBL
0.673326746469243,0.706552944480271,0.732406494043759,0.69226630299227,0.665782216818046,meanLPBL
0.712824847135532,0.682543796537133,0.693731268601975,0.689536101837546,0.696475774196694,meanLPBL
0.724084560748487,0.666369955150669,0.727048223586607,0.687926056034382,0.67839957659051,meanLPBL
0.722856280145569,0.68950860428365,0.697622351080916,0.735297547396003,0.66586543745738,meanLPBL
0.683383865227923,0.677513274019993,0.713023778489895,0.724687506687694,0.736122228959708,meanLPBL
0.676664019898126,0.686483488074894,0.683413558540497,0.714125492118595,0.704980556853677,meanLPBL
0.713196426332279,0.711912859488126,0.66461452412289,0.668794956928516,0.73612199273307,meanLPBL
0.684794016305903,0.674546531822729,0.742454942245956,0.685012758646931,0.695986281811913,meanLPBL
0.693143963886954,0.713584525997652,0.672082903299962,0.689525288766333,0.7134078092644,meanLPBL
0.698192542486924,0.750433552561424,0.726917319695186,0.666904625644948,0.645575822307915,meanLPBL
0.731842567884851,0.707485493889928,0.675350301500046,0.69679890625144,0.699090919147447,meanLPBL
0.699095096583477,0.683558331969714,0.701427522902684,0.703681337702276,0.702076347318369,meanLPBL
0.707376725207743,0.696061706838965,0.697620037778881,0.673813752379448,0.707327693928311,meanLPBL
0.704185391850267,0.683720946114262,0.672389065842147,0.740268732525325,0.695374271613146,meanLPBL
0.658332180349932,0.694416865538846,0.697105613367058,0.74696226327207,0.688593988609101,meanLPBL
0.678338040417446,0.677139715731117,0.718161302654194,0.723173277316618,0.685700393771874,meanLPBL
0.702606671826983,0.720287239984319,0.658317140915965,0.683003457056104,0.738219849026078,meanLPBL
0.683581467664271,0.73736091091645,0.702432356136462,0.687493020431898,0.674130436320896,meanLPBL
0.685815524392647,0.677621382906834,0.719493059308369,0.7060393063358,0.708998949266434,meanLPBL
0.716364050341289,0.662359941388915,0.678955928740673,0.700503581913228,0.710174164469956,meanLPBL
0.694616719511737,0.751319697227225,0.699772411143874,0.698465733932506,0.657297103135378,meanLPBL
0.68760192666481,0.696622235094874,0.723195162449408,0.694221977874071,0.678290738773945,meanLPBL
0.69451769344166,0.728903784092497,0.671612002917023,0.682933852290715,0.73067498561301,meanLPBL
0.714682249649958,0.674163585607415,0.665543610643099,0.672925318448372,0.736195632985887,meanLPBL
0.703200210661618,0.707638859534545,0.712883730665004,0.69382136671904,0.698707541781083,meanLPBL
0.739454062194064,0.695751854127048,0.677594451643057,0.702554545123752,0.682579908540225,meanLPBL
0.702517889049555,0.694907406588432,0.678494525374495,0.7078131461008,0.695712372893268,meanLPBL
0.697808694014625,0.679579748289245,0.709024053808038,0.700986761550434,0.682757191557533,meanLPBL
0.646163768179322,0.702275533131065,0.709854566412719,0.716423147986403,0.68759288261392,meanLPBL
0.694337088548961,0.700628577518316,0.704329355145752,0.697303953163559,0.705044358523044,meanLPBL
0.657223436890161,0.716818418743491,0.686231476764926,0.704487738710572,0.724875773972661,meanLPBL
0.706491908298943,0.664088952526621,0.71700201955277,0.688048800599569,0.697402026014708,meanLPBL
0.726526396262355,0.628096329089599,0.703961993210179,0.701180624482244,0.68610940285448,meanLPBL
0.689508359655281,0.700853656685706,0.734993617431004,0.691916695812088,0.682527842169755,meanLPBL
0.731799656533075,0.67034377619702,0.693856601356906,0.697851150894377,0.714245042375269,meanLPBL
0.704386583058651,0.702647786821541,0.728146676683666,0.652032728123443,0.70942525688077,meanLPBL
0.665591402821246,0.68904022901286,0.70696039381945,0.724262918732424,0.698070587325206,meanLPBL
0.694489139059784,0.718579146608075,0.694417409135429,0.684838657627814,0.708603293464165,meanLPBL
0.691746792978196,0.717212177233176,0.712138618036479,0.684885895521735,0.698985039082701,meanLPBL
0.70395694859585,0.710814285395519,0.713740941569451,0.713952171066455,0.648677145645302,meanLPBL
0.690692657817782,0.690535847739188,0.6826221727491,0.72675163332758,0.693969407680139,meanLPBL
